3379107095411427954	0	0	0	50
3379107095411427301	0	0	0	50
3379107095411427296	0	0	0	50
4344847740505689534	0	0	0	50
4359765914271354025	0	0	0	50
4360047389248064931	0	0	0	50
4346255115389242647	75	1200	10	50
4330492516693445707	70	34800	60	50
3367848096343002461	70	351240	245	50
3391210519409985491	95	351240	245	50
4330773991670156610	70	351240	245	50
4345973640412531724	75	351240	245	50
4358358539387799521	70	351240	245	50
4359765914271354450	95	351240	245	50
3367566621366291665	70	1551240	245	70
3368129571319713380	70	403920	270	50
3390929044433275606	120	1661400	295	70
3367566621366291400	135	591720	345	50
3367566621366291422	135	591720	345	50
3368129571319713567	135	591720	345	50
3390929044433274840	135	591720	345	50
3391210519409986134	135	591720	345	50
3358277947134839739	135	828480	430	50
3358277947134839801	185	828480	430	50
3368411046296423856	135	828480	430	50
3379107095411427289	185	828480	430	50
3390647569456565739	190	828480	430	50
3368129571319712769	135	2119080	460	70
3379107095411427383	185	2119080	460	70
3390929044433275090	160	1118520	520	50
4330492516693445763	135	1118520	520	50
4359484439294643268	190	1118520	520	50
4359484439294643401	185	2318520	520	70
3379670045364849456	220	1227840	555	50
3368129571319712719	325	3732600	895	70				
1496883926147271709	0	0	0	50
1496602451170560987	0	0	0	50
1503639325588331130	75	351240	245	50
1496320976193853672	135	828480	430	50
